0ad-0.0.22-1.el7.x86_64.rpm,0ad-0.0.22-1.el7.src.rpm
python34-lazr-config-2.1-5.el7.noarch.rpm,python-lazr-config-2.1-5.el7.src.rpm
python34-lazr-delegates-2.0.3-5.el7.noarch.rpm,python-lazr-delegates-2.0.3-5.el7.src.rpm
python34-lazr-smtptest-2.0.3-6.el7.noarch.rpm,python-lazr-smtptest-2.0.3-6.el7.src.rpm
python34-lazy-object-proxy-1.2.2-1.el7.x86_64.rpm,python-lazy-object-proxy-1.2.2-1.el7.src.rpm
python34-ldap3-2.5.1-2.el7.noarch.rpm,python-ldap3-2.5.1-2.el7.src.rpm
python34-lensfun-0.3.2-13.el7.x86_64.rpm,lensfun-0.3.2-13.el7.src.rpm
python34-leveldb-0.194-1.el7.x86_64.rpm,python-leveldb-0.194-1.el7.src.rpm
python34-lhapdf-6.2.1-5.el7.x86_64.rpm,lhapdf-6.2.1-5.el7.src.rpm
python34-libdiscid-0.4.1-11.el7.x86_64.rpm,python-libdiscid-0.4.1-11.el7.src.rpm
python34-libs-3.4.9-1.el7.x86_64.rpm,python34-3.4.9-1.el7.src.rpm
python34-llfuse-1.0-1.el7.x86_64.rpm,python-llfuse-1.0-1.el7.src.rpm
python34-locket-0.2.0-2.el7.noarch.rpm,python-locket-0.2.0-2.el7.src.rpm
python34-lxc-1.0.11-1.el7.x86_64.rpm,lxc-1.0.11-1.el7.src.rpm
python34-lz4-0.8.2-1.el7.x86_64.rpm,python-lz4-0.8.2-1.el7.src.rpm
python34-markdown-2.4.1-2.el7.noarch.rpm,python-markdown-2.4.1-2.el7.src.rpm
python34-markupsafe-0.23-1.el7.x86_64.rpm,python3-markupsafe-0.23-1.el7.src.rpm
python34-maxminddb-1.4.0-2.el7.x86_64.rpm,python-maxminddb-1.4.0-2.el7.src.rpm
python34-mccabe-0.6.1-6.el7.noarch.rpm,python-mccabe-0.6.1-6.el7.src.rpm
python34-mimeparse-1.6.0-4.el7.noarch.rpm,python-mimeparse-1.6.0-4.el7.src.rpm
python34-mock-2.0.0-1.el7.noarch.rpm,python3-mock-2.0.0-1.el7.src.rpm
python34-msgpack-0.5.6-4.el7.x86_64.rpm,python-msgpack-0.5.6-4.el7.src.rpm
python34-multilib-1.2-2.el7.noarch.rpm,python-multilib-1.2-2.el7.src.rpm
python34-mysql-1.3.12-1.el7.x86_64.rpm,python3-mysql-1.3.12-1.el7.src.rpm
python34-mysql-debug-1.3.12-1.el7.x86_64.rpm,python3-mysql-1.3.12-1.el7.src.rpm
python34-nbformat-4.4.0-1.el7.noarch.rpm,python-nbformat-4.4.0-1.el7.src.rpm
python34-neovim-0.2.6-2.el7.noarch.rpm,python-neovim-0.2.6-2.el7.src.rpm
python34-netaddr-0.7.18-2.el7.noarch.rpm,python3-netaddr-0.7.18-2.el7.src.rpm
python34-netcdf4-1.2.7-3.el7.x86_64.rpm,netcdf4-python-1.2.7-3.el7.src.rpm
python34-nordugrid-arc-5.4.3-1.el7.x86_64.rpm,nordugrid-arc-5.4.3-1.el7.src.rpm
python34-nose-1.3.7-3.el7.noarch.rpm,python3-nose-1.3.7-3.el7.src.rpm
python34-nose2-0.6.5-4.el7.noarch.rpm,python-nose2-0.6.5-4.el7.src.rpm
python34-numexpr-2.5.2-2.el7.x86_64.rpm,python-numexpr-2.5.2-2.el7.src.rpm
python34-numpy-1.10.4-6.el7.x86_64.rpm,python3-numpy-1.10.4-6.el7.src.rpm
python34-numpy-f2py-1.10.4-6.el7.x86_64.rpm,python3-numpy-1.10.4-6.el7.src.rpm
python34-olefile-0.46-1.el7.noarch.rpm,python-olefile-0.46-1.el7.src.rpm
python34-openqa_client-1.3.1-1.el7.noarch.rpm,python-openqa_client-1.3.1-1.el7.src.rpm
python34-pamela-0.3.0-1.el7.noarch.rpm,python-pamela-0.3.0-1.el7.src.rpm
python34-paramiko-1.16.1-2.el7.noarch.rpm,python-paramiko-1.16.1-2.el7.src.rpm
python34-paramiko-2.1.1-0.9.el7.noarch.rpm,python-paramiko-2.1.1-0.9.el7.src.rpm
python34-parso-0.3.1-1.el7.noarch.rpm,python-parso-0.3.1-1.el7.src.rpm
python34-pathspec-0.5.3-1.el7.noarch.rpm,python-pathspec-0.5.3-1.el7.src.rpm
python34-pbr-4.2.0-2.el7.noarch.rpm,python-pbr-4.2.0-2.el7.src.rpm
python34-pdfminer-20160614-4.el7.noarch.rpm,python-pdfminer-20160614-4.el7.src.rpm
python34-pdir2-0.3.0-5.el7.noarch.rpm,python-pdir2-0.3.0-5.el7.src.rpm
python34-petsc4py-mpich-3.9.1-3.el7.x86_64.rpm,petsc4py-3.9.1-3.el7.src.rpm
python34-petsc4py-openmpi-3.9.1-3.el7.x86_64.rpm,petsc4py-3.9.1-3.el7.src.rpm
python34-pg8000-1.10.5-1.el7.noarch.rpm,python-pg8000-1.10.5-1.el7.src.rpm
python34-pika-0.10.0-9.el7.noarch.rpm,python-pika-0.10.0-9.el7.src.rpm
python34-pika-doc-0.10.0-9.el7.noarch.rpm,python-pika-0.10.0-9.el7.src.rpm
python34-pip-8.1.2-6.el7.noarch.rpm,python-pip-8.1.2-6.el7.src.rpm
python34-pip-8.1.2-7.el7.noarch.rpm,python-pip-8.1.2-7.el7.src.rpm
python34-pkgconfig-1.1.0-7.el7.noarch.rpm,python-pkgconfig-1.1.0-7.el7.src.rpm
python34-pluginlib-0.6.1-1.el7.noarch.rpm,python-pluginlib-0.6.1-1.el7.src.rpm
python34-ply-3.9-1.el7.noarch.rpm,python3-ply-3.9-1.el7.src.rpm
python34-polib-1.0.7-9.el7.noarch.rpm,python-polib-1.0.7-9.el7.src.rpm
python34-prelude-4.1.0-2.el7.x86_64.rpm,libprelude-4.1.0-2.el7.src.rpm
python34-prelude-correlator-4.1.1-3.el7.x86_64.rpm,prelude-correlator-4.1.1-3.el7.src.rpm
python34-preludedb-4.1.0-1.el7.x86_64.rpm,libpreludedb-4.1.0-1.el7.src.rpm
python34-pretend-1.0.8-3.el7.noarch.rpm,python-pretend-1.0.8-3.el7.src.rpm
python34-process-tests-1.0.0-9.el7.noarch.rpm,python-process-tests-1.0.0-9.el7.src.rpm
python34-productmd-1.18-1.el7.noarch.rpm,python-productmd-1.18-1.el7.src.rpm
python34-productmd-1.19-1.el7.noarch.rpm,python-productmd-1.19-1.el7.src.rpm
python34-prompt_toolkit-1.0.15-1.el7.noarch.rpm,python-prompt_toolkit-1.0.15-1.el7.src.rpm
python34-psutil-2.2.1-4.el7.x86_64.rpm,python-psutil-2.2.1-4.el7.src.rpm
python34-ptyprocess-0.5.1-6.el7.noarch.rpm,python-ptyprocess-0.5.1-6.el7.src.rpm
python34-py-1.4.30-2.el7.noarch.rpm,python3-py-1.4.30-2.el7.src.rpm
python34-py-1.4.30-3.el7.noarch.rpm,python3-py-1.4.30-3.el7.src.rpm
python34-py4j-0.10.7-3.el7.noarch.rpm,py4j-0.10.7-3.el7.src.rpm
python34-pyasn1-0.1.9-1.el7.noarch.rpm,python3-pyasn1-0.1.9-1.el7.src.rpm
python34-pyasn1-modules-0.1.9-1.el7.noarch.rpm,python3-pyasn1-0.1.9-1.el7.src.rpm
python34-pycmd-1.2-4.el7.noarch.rpm,pycmd-1.2-4.el7.src.rpm
python34-pycodestyle-2.0.0-5.el7.noarch.rpm,python-pycodestyle-2.0.0-5.el7.src.rpm
python34-pycosat-0.6.3-1.el7.x86_64.rpm,python-pycosat-0.6.3-1.el7.src.rpm
python34-pycparser-2.14-1.el7.noarch.rpm,python3-pycparser-2.14-1.el7.src.rpm
python34-pycryptodomex-3.7.0-1.el7.x86_64.rpm,python-pycryptodomex-3.7.0-1.el7.src.rpm
python34-pycurl-7.43.0-5.el7.x86_64.rpm,python3-pycurl-7.43.0-5.el7.src.rpm
python34-pyev-0.9.0-0.1.20130610gite31d137.el7.x86_64.rpm,python-pyev-0.9.0-0.1.20130610gite31d137.el7.src.rpm
python34-pyflakes-1.3.0-2.el7.noarch.rpm,pyflakes-1.3.0-2.el7.src.rpm
python34-pygithub-1.39-4.el7.noarch.rpm,python-PyGithub-1.39-4.el7.src.rpm
python34-pygments-2.2.0-1.el7.noarch.rpm,python3-pygments-2.2.0-1.el7.src.rpm
python34-pyicu-1.5-25.el7.x86_64.rpm,pyicu-1.5-25.el7.src.rpm
python34-pylint-1.6.5-4.el7.noarch.rpm,pylint-1.6.5-4.el7.src.rpm
python34-pylint-gui-1.6.5-4.el7.noarch.rpm,pylint-1.6.5-4.el7.src.rpm
python34-pymilter-1.0.3-1.el7.x86_64.rpm,python-pymilter-1.0.3-1.el7.src.rpm
python34-pymssql-2.1.3-2.el7.x86_64.rpm,python-pymssql-2.1.3-2.el7.src.rpm
python34-PyMySQL-0.9.2-1.el7.noarch.rpm,python-PyMySQL-0.9.2-1.el7.src.rpm
python34-pypandoc-1.3.3-2.el7.noarch.rpm,python-pypandoc-1.3.3-2.el7.src.rpm
python34-pyroute2-0.4.13-1.el7.noarch.rpm,python-pyroute2-0.4.13-1.el7.src.rpm
python34-pyside-1.2.4-1.el7.x86_64.rpm,python-pyside-1.2.4-1.el7.src.rpm
python34-pysocks-1.6.8-5.el7.noarch.rpm,python-pysocks-1.6.8-5.el7.src.rpm
python34-pytest-2.8.5-2.el7.noarch.rpm,python3-pytest-2.8.5-2.el7.src.rpm
python34-pytest-2.9.2-2.el7.noarch.rpm,python3-pytest-2.9.2-2.el7.src.rpm
python34-pytest-catchlog-1.2.2-2.el7.noarch.rpm,python-pytest-catchlog-1.2.2-2.el7.src.rpm
python34-pytest-cov-2.5.1-1.el7.noarch.rpm,python3-pytest-cov-2.5.1-1.el7.src.rpm
python34-pytest-runner-3.0-1.el7.noarch.rpm,python-pytest-runner-3.0-1.el7.src.rpm
python34-pytest-xdist-1.17.1-2.el7.noarch.rpm,python-pytest-xdist-1.17.1-2.el7.src.rpm
python34-pythia8-8.2.35-5.el7.x86_64.rpm,pythia8-8.2.35-5.el7.src.rpm
python34-pytz-2017.2-1.el7.noarch.rpm,python3-pytz-2017.2-1.el7.src.rpm
python34-pyusb-1.0.2-2.el7.noarch.rpm,python3-pyusb-1.0.2-2.el7.src.rpm
python34-pyvirtualize-0.9-2.20181003git57d2307.el7.noarch.rpm,python-pyvirtualize-0.9-2.20181003git57d2307.el7.src.rpm
python34-pyvmomi-6.7.1-1.el7.noarch.rpm,python-pyvmomi-6.7.1-1.el7.src.rpm
python34-pyvmomi-6.7.1-2.el7.noarch.rpm,python-pyvmomi-6.7.1-2.el7.src.rpm
python34-pyxdg-0.25-6.el7.noarch.rpm,pyxdg-0.25-6.el7.src.rpm
python34-pyxs-0.4.1-1.el7.noarch.rpm,python-pyxs-0.4.1-1.el7.src.rpm
python34-PyYAML-3.11-2.el7.x86_64.rpm,python3-PyYAML-3.11-2.el7.src.rpm
python34-qpid-proton-0.24.0-2.el7.x86_64.rpm,qpid-proton-0.24.0-2.el7.src.rpm
python34-regex-2018.11.22-1.el7.x86_64.rpm,python-regex-2018.11.22-1.el7.src.rpm
python34-rencode-1.0.5-3.el7.x86_64.rpm,python-rencode-1.0.5-3.el7.src.rpm
python34-requests-2.12.5-2.el7.noarch.rpm,python3-requests-2.12.5-2.el7.src.rpm
python34-responses-0.5.1-6.el7.noarch.rpm,python-responses-0.5.1-6.el7.src.rpm
python34-root-6.14.08-1.el7.x86_64.rpm,root-6.14.08-1.el7.src.rpm
python34-rope-0.11.0-1.el7.noarch.rpm,python-rope-0.11.0-1.el7.src.rpm
python34-ruamel-yaml-0.13.14-1.el7.x86_64.rpm,python-ruamel-yaml-0.13.14-1.el7.src.rpm
python34-scandir-1.9.0-1.el7.x86_64.rpm,python-scandir-1.9.0-1.el7.src.rpm
python34-scapy-2.4.0-2.el7.noarch.rpm,scapy-2.4.0-2.el7.src.rpm
python34-scipy-0.18.1-1.el7.x86_64.rpm,python3-scipy-0.18.1-1.el7.src.rpm
python34-scripttest-1.3.0-9.el7.noarch.rpm,python-scripttest-1.3.0-9.el7.src.rpm
python34-setproctitle-1.1.6-2.el7.x86_64.rpm,python3-setproctitle-1.1.6-2.el7.src.rpm
python34-setuptools-39.2.0-2.el7.noarch.rpm,python3-setuptools-39.2.0-2.el7.src.rpm
python34-setuptools_scm-1.10.1-2.el7.noarch.rpm,python-setuptools_scm-1.10.1-2.el7.src.rpm
python34-sh-1.12.14-6.el7.noarch.rpm,python-sh-1.12.14-6.el7.src.rpm
python34-simplejson-3.10.0-1.el7.x86_64.rpm,python-simplejson-3.10.0-1.el7.src.rpm
python34-simplepam-0.1.5-6.el7.noarch.rpm,python3-simplepam-0.1.5-6.el7.src.rpm
python34-simplepath-0.3.4-1.el7.noarch.rpm,python-simplepath-0.3.4-1.el7.src.rpm
python34-six-1.11.0-1.el7.noarch.rpm,python3-six-1.11.0-1.el7.src.rpm
python34-slacker-0.12.0-2.el7.noarch.rpm,python-slacker-0.12.0-2.el7.src.rpm
python34-spglib-1.11.1-1.el7.x86_64.rpm,spglib-1.11.1-1.el7.src.rpm
python34-sphinx-1.2.3-3.el7.noarch.rpm,python3-sphinx-1.2.3-3.el7.src.rpm
python34-sphinx-autobuild-0.7.1-1.el7.noarch.rpm,python-sphinx-autobuild-0.7.1-1.el7.src.rpm
python34-sphinx-latex-1.2.3-3.el7.noarch.rpm,python3-sphinx-1.2.3-3.el7.src.rpm
python34-sphinx-theme-alabaster-0.7.9-1.el7.noarch.rpm,python-sphinx-theme-alabaster-0.7.9-1.el7.src.rpm
python34-spur-0.3.17-1.el7.noarch.rpm,python-spur-0.3.17-1.el7.src.rpm
python34-sqlalchemy-1.1.3-1.el7.x86_64.rpm,python3-sqlalchemy-1.1.3-1.el7.src.rpm
python34-structlog-17.2.0-1.el7.noarch.rpm,python-structlog-17.2.0-1.el7.src.rpm
python34-suds-0.6-1.el7.noarch.rpm,python3-suds-0.6-1.el7.src.rpm
python34-terminado-0.6-2.el7.noarch.rpm,python-terminado-0.6-2.el7.src.rpm
python34-test-3.4.9-1.el7.x86_64.rpm,python34-3.4.9-1.el7.src.rpm
python34-texttable-1.4.0-1.el7.noarch.rpm,python-texttable-1.4.0-1.el7.src.rpm
python34-tinydb-3.7.0-1.el7.noarch.rpm,python-tinydb-3.7.0-1.el7.src.rpm
python34-tkinter-3.4.9-1.el7.x86_64.rpm,python34-3.4.9-1.el7.src.rpm
python34-toml-0.9.4-3.el7.noarch.rpm,python-toml-0.9.4-3.el7.src.rpm
python34-tools-3.4.9-1.el7.x86_64.rpm,python34-3.4.9-1.el7.src.rpm
python34-toolz-0.7.4-1.el7.noarch.rpm,python-toolz-0.7.4-1.el7.src.rpm
python34-tornado-4.4.2-1.el7.x86_64.rpm,python3-tornado-4.4.2-1.el7.src.rpm
python34-traitlets-4.3.2-2.el7.noarch.rpm,python-traitlets-4.3.2-2.el7.src.rpm
python34-trololio-1.0-1.el7.noarch.rpm,python-trololio-1.0-1.el7.src.rpm
python34-typing-3.5.2.2-3.el7.noarch.rpm,python-typing-3.5.2.2-3.el7.src.rpm
python34-unidiff-0.5.4-1.el7.noarch.rpm,python-unidiff-0.5.4-1.el7.src.rpm
python34-urllib3-1.19.1-4.el7.noarch.rpm,python3-urllib3-1.19.1-4.el7.src.rpm
python34-uwsgidecorators-2.0.17.1-1.el7.x86_64.rpm,uwsgi-2.0.17.1-1.el7.src.rpm
python34-virtualenv-15.1.0-1.el7.noarch.rpm,python3-virtualenv-15.1.0-1.el7.src.rpm
python34-vxi11-0.9-1.el7.noarch.rpm,python-vxi11-0.9-1.el7.src.rpm
python34-wcwidth-0.1.7-2.el7.noarch.rpm,python-wcwidth-0.1.7-2.el7.src.rpm
python34-websocket-client-0.47.0-1.el7.noarch.rpm,python3-websocket-client-0.47.0-1.el7.src.rpm
python34-whoosh-2.7.4-3.el7.noarch.rpm,python-whoosh-2.7.4-3.el7.src.rpm
python34-wrapt-1.10.4-7.el7.x86_64.rpm,python-wrapt-1.10.4-7.el7.src.rpm
python34-www-authenticate-0.9.2-3.el7.noarch.rpm,python-www-authenticate-0.9.2-3.el7.src.rpm
python34-xapp-1.0.1-8.el7.noarch.rpm,python-xapp-1.0.1-8.el7.src.rpm
python34-xapps-overrides-1.0.4-13.el7.x86_64.rpm,xapps-1.0.4-13.el7.src.rpm
python34-xlrd-1.0.0-6.el7.noarch.rpm,python-xlrd-1.0.0-6.el7.src.rpm
python34-xrootd-4.8.5-2.el7.x86_64.rpm,xrootd-4.8.5-2.el7.src.rpm
python34-yamlordereddictloader-0.4.0-1.el7.noarch.rpm,python-yamlordereddictloader-0.4.0-1.el7.src.rpm
python34-yara-3.8.1-2.el7.x86_64.rpm,python-yara-3.8.1-2.el7.src.rpm
python34-yubikey-piv-manager-1.4.2-5.el7.noarch.rpm,yubikey-piv-manager-1.4.2-5.el7.src.rpm
python34-zope-component-4.1.0-3.el7.noarch.rpm,python-zope-component-4.1.0-3.el7.src.rpm
python34-zope-configuration-4.0.3-11.el7.noarch.rpm,python-zope-configuration-4.0.3-11.el7.src.rpm
python34-zope-event-4.2.0-1.el7.noarch.rpm,python3-zope-event-4.2.0-1.el7.src.rpm
python34-zope-exceptions-4.0.5-4.el7.noarch.rpm,python-zope-exceptions-4.0.5-4.el7.src.rpm
python34-zope-i18nmessageid-4.0.3-2.el7.x86_64.rpm,python-zope-i18nmessageid-4.0.3-2.el7.src.rpm
python34-zope-interface-4.3.3-1.el7.x86_64.rpm,python3-zope-interface-4.3.3-1.el7.src.rpm
python34-zope-schema-4.4.1-2.el7.noarch.rpm,python-zope-schema-4.4.1-2.el7.src.rpm
python34-zope-testing-4.1.2-2.el7.noarch.rpm,python-zope-testing-4.1.2-2.el7.src.rpm
python36-3.6.6-1.el7.x86_64.rpm,python36-3.6.6-1.el7.src.rpm
python36-asn1crypto-0.24.0-6.el7.noarch.rpm,python-asn1crypto-0.24.0-6.el7.src.rpm
python36-blosc-1.2.8-4.el7.x86_64.rpm,python-blosc-1.2.8-4.el7.src.rpm
python36-bsddb3-6.2.6-3.el7.x86_64.rpm,python-bsddb3-6.2.6-3.el7.src.rpm
python36-chardet-2.3.0-4.el7.noarch.rpm,python3-chardet-2.3.0-4.el7.src.rpm
python36-click-6.7-7.el7.noarch.rpm,python-click-6.7-7.el7.src.rpm
python36-coverage-4.0.3-4.el7.x86_64.rpm,python3-coverage-4.0.3-4.el7.src.rpm
python36-cups-1.9.74-3.el7.x86_64.rpm,python3-cups-1.9.74-3.el7.src.rpm
python36-debug-3.6.6-1.el7.x86_64.rpm,python36-3.6.6-1.el7.src.rpm
python36-devel-3.6.6-1.el7.x86_64.rpm,python36-3.6.6-1.el7.src.rpm
python36-empy-3.3.3-1.el7.noarch.rpm,python-empy-3.3.3-1.el7.src.rpm
python36-idle-3.6.6-1.el7.x86_64.rpm,python36-3.6.6-1.el7.src.rpm
python36-idna-2.7-1.el7.noarch.rpm,python3-idna-2.7-1.el7.src.rpm
python36-jsmva-6.14.08-1.el7.noarch.rpm,root-6.14.08-1.el7.src.rpm
python36-jupyroot-6.14.08-1.el7.x86_64.rpm,root-6.14.08-1.el7.src.rpm
python36-leveldb-0.194-1.el7.x86_64.rpm,python-leveldb-0.194-1.el7.src.rpm
python36-lhapdf-6.2.1-5.el7.x86_64.rpm,lhapdf-6.2.1-5.el7.src.rpm
python36-libs-3.6.6-1.el7.x86_64.rpm,python36-3.6.6-1.el7.src.rpm
python36-mock-2.0.0-1.el7.noarch.rpm,python3-mock-2.0.0-1.el7.src.rpm
python36-nose-1.3.7-3.el7.noarch.rpm,python3-nose-1.3.7-3.el7.src.rpm
python36-numpy-1.10.4-6.el7.x86_64.rpm,python3-numpy-1.10.4-6.el7.src.rpm
python36-numpy-f2py-1.10.4-6.el7.x86_64.rpm,python3-numpy-1.10.4-6.el7.src.rpm
python36-parso-0.3.1-1.el7.noarch.rpm,python-parso-0.3.1-1.el7.src.rpm
python36-pbr-4.2.0-2.el7.noarch.rpm,python-pbr-4.2.0-2.el7.src.rpm
python36-pdir2-0.3.0-5.el7.noarch.rpm,python-pdir2-0.3.0-5.el7.src.rpm
python36-pip-8.1.2-7.el7.noarch.rpm,python-pip-8.1.2-7.el7.src.rpm
python36-psutil-2.2.1-4.el7.x86_64.rpm,python-psutil-2.2.1-4.el7.src.rpm
python36-py-1.4.30-3.el7.noarch.rpm,python3-py-1.4.30-3.el7.src.rpm
python36-py4j-0.10.7-3.el7.noarch.rpm,py4j-0.10.7-3.el7.src.rpm
python36-pycryptodomex-3.7.0-1.el7.x86_64.rpm,python-pycryptodomex-3.7.0-1.el7.src.rpm
python36-pysocks-1.6.8-5.el7.noarch.rpm,python-pysocks-1.6.8-5.el7.src.rpm
python36-pytest-2.9.2-2.el7.noarch.rpm,python3-pytest-2.9.2-2.el7.src.rpm
python36-pythia8-8.2.35-5.el7.x86_64.rpm,pythia8-8.2.35-5.el7.src.rpm
python36-pyvirtualize-0.9-2.20181003git57d2307.el7.noarch.rpm,python-pyvirtualize-0.9-2.20181003git57d2307.el7.src.rpm
python36-pyvmomi-6.7.1-1.el7.noarch.rpm,python-pyvmomi-6.7.1-1.el7.src.rpm
python36-pyvmomi-6.7.1-2.el7.noarch.rpm,python-pyvmomi-6.7.1-2.el7.src.rpm
python36-requests-2.12.5-2.el7.noarch.rpm,python3-requests-2.12.5-2.el7.src.rpm
python36-root-6.14.08-1.el7.x86_64.rpm,root-6.14.08-1.el7.src.rpm
python36-setuptools-39.2.0-2.el7.noarch.rpm,python3-setuptools-39.2.0-2.el7.src.rpm
python36-six-1.11.0-1.el7.noarch.rpm,python3-six-1.11.0-1.el7.src.rpm
python36-slacker-0.12.0-2.el7.noarch.rpm,python-slacker-0.12.0-2.el7.src.rpm
python36-test-3.6.6-1.el7.x86_64.rpm,python36-3.6.6-1.el7.src.rpm
python36-tkinter-3.6.6-1.el7.x86_64.rpm,python36-3.6.6-1.el7.src.rpm
python36-urllib3-1.19.1-4.el7.noarch.rpm,python3-urllib3-1.19.1-4.el7.src.rpm
python36-uwsgidecorators-2.0.17.1-1.el7.x86_64.rpm,uwsgi-2.0.17.1-1.el7.src.rpm
python36-xrootd-4.8.5-2.el7.x86_64.rpm,xrootd-4.8.5-2.el7.src.rpm
python3-camel-0.1.2-1.el7.noarch.rpm,python-camel-0.1.2-1.el7.src.rpm
python3-cffi-doc-1.9.1-2.el7.noarch.rpm,python3-cffi-1.9.1-2.el7.src.rpm
python3-cups-doc-1.9.74-3.el7.x86_64.rpm,python3-cups-1.9.74-3.el7.src.rpm
python3-docutils-doc-0.12-0.8.20140510svn7747.el7.noarch.rpm,python3-docutils-0.12-0.8.20140510svn7747.el7.src.rpm
python3-jinja2-doc-2.8-2.el7.noarch.rpm,python3-jinja2-2.8-2.el7.src.rpm
python3-pygments-doc-2.2.0-1.el7.noarch.rpm,python3-pygments-2.2.0-1.el7.src.rpm
python3-pyudev-0.21.0-1.el7.noarch.rpm,python3-pyudev-0.21.0-1.el7.src.rpm
python3-rpdb-0.1.5-2.el7.1.noarch.rpm,python-rpdb-0.1.5-2.el7.1.src.rpm
python3-rpm-macros-3-22.el7.noarch.rpm,python-rpm-macros-3-22.el7.src.rpm
python3-sphinx-doc-1.2.3-3.el7.noarch.rpm,python3-sphinx-1.2.3-3.el7.src.rpm
python3-sphinx-latex-1.2.3-3.el7.noarch.rpm,python3-sphinx-1.2.3-3.el7.src.rpm
python3-sqlalchemy-doc-1.1.3-1.el7.noarch.rpm,python3-sqlalchemy-1.1.3-1.el7.src.rpm
python3-tornado-doc-4.4.2-1.el7.x86_64.rpm,python3-tornado-4.4.2-1.el7.src.rpm
python3-urjtag-2017.10-2.el7.x86_64.rpm,urjtag-2017.10-2.el7.src.rpm
python3-virtualenv-doc-15.1.0-1.el7.noarch.rpm,python3-virtualenv-15.1.0-1.el7.src.rpm
python-affinity-0.1.0-5.el7.x86_64.rpm,python-affinity-0.1.0-5.el7.src.rpm
python-alembic-0.8.3-3.el7.noarch.rpm,python-alembic-0.8.3-3.el7.src.rpm
python-amqp-1.4.9-1.el7.noarch.rpm,python-amqp-1.4.9-1.el7.src.rpm
python-amqp-doc-1.4.9-1.el7.noarch.rpm,python-amqp-1.4.9-1.el7.src.rpm
python-amqp-doc-2.4.0-1.el7.noarch.rpm,python-amqp-2.4.0-1.el7.src.rpm
python-amqplib-1.0.2-7.el7.noarch.rpm,python-amqplib-1.0.2-7.el7.src.rpm
python-aniso8601-0.82-3.el7.noarch.rpm,python-aniso8601-0.82-3.el7.src.rpm
python-anyjson-0.3.3-3.el7.noarch.rpm,python-anyjson-0.3.3-3.el7.src.rpm
python-anykeystore-0.2-8.el7.noarch.rpm,python-anykeystore-0.2-8.el7.src.rpm
python-anymarkup-0.4.3-2.el7.noarch.rpm,python-anymarkup-0.4.3-2.el7.src.rpm
python-apipkg-1.2-7.el7.noarch.rpm,python-apipkg-1.2-7.el7.src.rpm
python-appdirs-1.4.0-2.el7.noarch.rpm,python-appdirs-1.4.0-2.el7.src.rpm
python-appindicator-12.10.0-11.el7.x86_64.rpm,libappindicator-12.10.0-11.el7.src.rpm
python-application-1.4.1-1.el7.noarch.rpm,python-application-1.4.1-1.el7.src.rpm
python-argcomplete-1.7.0-1.el7.noarch.rpm,python-argcomplete-1.7.0-1.el7.src.rpm
python-ase-3.13.0-1.el7.noarch.rpm,python-ase-3.13.0-1.el7.src.rpm
python-astropy-1.1.1-1.el7.x86_64.rpm,python-astropy-1.1.1-1.el7.src.rpm
python-astropy-doc-1.1.1-1.el7.x86_64.rpm,python-astropy-1.1.1-1.el7.src.rpm
python-async-0.6.1-6.el7.x86_64.rpm,python-async-0.6.1-6.el7.src.rpm
python-atomic-reactor-1.6.23.2-1.el7.noarch.rpm,atomic-reactor-1.6.23.2-1.el7.src.rpm
python-atomic-reactor-koji-1.6.23.2-1.el7.noarch.rpm,atomic-reactor-1.6.23.2-1.el7.src.rpm
python-atomic-reactor-metadata-1.6.23.2-1.el7.noarch.rpm,atomic-reactor-1.6.23.2-1.el7.src.rpm
python-atomic-reactor-rebuilds-1.6.23.2-1.el7.noarch.rpm,atomic-reactor-1.6.23.2-1.el7.src.rpm
python-auth-credential-1.0-7.el7.noarch.rpm,python-auth-credential-1.0-7.el7.src.rpm
python-avocado-examples-52.1-6.el7.noarch.rpm,python-avocado-52.1-6.el7.src.rpm
python-azure-storage-doc-0.36.0-1.el7.noarch.rpm,python-azure-storage-0.36.0-1.el7.src.rpm
python-backlash-0.0.1-0.3.a2.el7.noarch.rpm,python-backlash-0.0.1-0.3.a2.el7.src.rpm
python-basemap-1.0.7-6.el7.x86_64.rpm,python-basemap-1.0.7-6.el7.src.rpm
python-basemap-data-1.0.7-6.el7.noarch.rpm,python-basemap-data-1.0.7-6.el7.src.rpm
python-basemap-examples-1.0.7-6.el7.x86_64.rpm,python-basemap-1.0.7-6.el7.src.rpm
python-bcdoc-0.12.2-3.el7.noarch.rpm,python-bcdoc-0.12.2-3.el7.src.rpm
python-BeautifulSoup-3.2.1-7.el7.noarch.rpm,python-BeautifulSoup-3.2.1-7.el7.src.rpm
python-beautifulsoup4-4.3.2-1.el7.noarch.rpm,python-beautifulsoup4-4.3.2-1.el7.src.rpm
python-behave-doc-1.2.5-18.el7.noarch.rpm,python-behave-1.2.5-18.el7.src.rpm
python-betamax-0.7.1-1.el7.noarch.rpm,python-betamax-0.7.1-1.el7.src.rpm
python-billiard-3.3.0.20-2.el7.x86_64.rpm,python-billiard-3.3.0.20-2.el7.src.rpm
python-binaryornot-docs-0.4.0-2.el7.noarch.rpm,python-binaryornot-0.4.0-2.el7.src.rpm
python-biopython-doc-1.71-1.el7.noarch.rpm,python-biopython-1.71-1.el7.src.rpm
